 	Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12	Mean13	Mean14	Mean15	Mean16	Mean17	Mean18	Mean19	Mean20	Mean21	Mean22	Mean23	Mean24	Mean25	Mean26	Mean27	Mean28	Mean29	Mean30	Mean31	Mean32	Mean33	Mean34	Mean35	Mean36	Mean37	Mean38	Mean39	Mean40	Mean41	Mean42	Mean43	Mean44	Mean45	Mean46	Mean47	Mean48	Mean49	Mean50	Mean51	Mean52	Mean53	Mean54	Mean55	Mean56	Mean57	Mean58	Mean59	Mean60	Mean61	Mean62	Mean63	Mean64	Mean65	Mean66	Mean67	Mean68	Mean69	Mean70	Mean71	Mean72	Mean73	Mean74	Mean75	Mean76	Mean77	Mean78	Mean79	Mean80	Mean81	Mean82	Mean83	Mean84	Mean85	Mean86	Mean87	Mean88	Mean89	Mean90	Mean91	Mean92	Mean93	Mean94	Mean95	Mean96	Mean97	Mean98	Mean99	Mean100	Mean101	Mean102	Mean103	Mean104	Mean105	Mean106	Mean107	Mean108	Mean109	Mean110	Mean111	Mean112	Mean113	Mean114	Mean115	Mean116	Mean117	Mean118	Mean119	Mean120	Mean121	Mean122	Mean123	Mean124	Mean125	Mean126	Mean127	Mean128	Mean129	Mean130	Mean131	Mean132	Mean133	Mean134	Mean135	Mean136	Mean137	Mean138	Mean139	Mean140	Mean141	Mean142	Mean143	Mean144	Mean145	Mean146	Mean147	Mean148	Mean149	Mean150	Mean151	Mean152	Mean153	Mean154	Mean155	Mean156	Mean157	Mean158	Mean159	Mean160	Mean161	Mean162	Mean163	Mean164	Mean165	Mean166	Mean167	Mean168	Mean169	Mean170	Mean171	Mean172	Mean173	Mean174	Mean175	Mean176	Mean177	Mean178	Mean179	Mean180	Mean181	Mean182	Mean183	Mean184	Mean185	Mean186	Mean187	Mean188	Mean189	Mean190	Mean191	Mean192
49	73.535	68.069	69.830	78.347	85.656	86.156	74.899	75.087	81.531	73.694	65.882	67.160	67.635	75.625	70.785	89.656	65.587	58.372	56.573	75.507	66.750	70.719	76.753	67.618	69.451	67.576	60.396	66.938	62.681	68.267	65.573	93.917	65.628	61.365	62.868	67.910	70.149	72.486	69.538	76.878	73.906	66.156	65.240	67.170	64.108	79.361	72.003	91.056	58.889	56.153	56.198	74.163	64.830	66.535	74.253	63.670	63.823	65.927	55.507	65.330	61.858	64.448	61.639	89.597	59.389	59.861	61.507	61.983	63.514	68.604	69.698	68.924	71.378	66.986	61.135	63.597	65.875	70.344	67.486	85.997	58.406	56.101	56.694	75.236	66.135	67.851	69.622	58.667	71.979	73.038	62.493	65.910	64.198	62.625	65.444	82.326	73.660	72.847	66.580	73.410	80.014	77.424	69.111	67.854	83.962	82.653	70.122	74.802	73.073	74.837	64.851	84.080	68.017	65.573	62.479	73.378	60.045	58.535	69.306	60.795	68.382	68.253	73.083	71.083	70.035	65.677	56.132	80.736	70.080	66.448	62.080	67.795	65.774	63.674	56.667	59.215	82.427	78.368	65.625	72.361	61.736	75.816	53.941	77.406	67.580	66.052	60.743	73.049	57.052	58.660	63.997	54.951	64.625	67.510	61.892	69.788	65.750	71.531	55.271	78.691	64.306	62.351	59.781	66.851	62.569	62.854	57.642	54.295	74.184	74.493	64.622	70.771	63.351	68.163	55.201	77.444	62.292	61.694	63.267	73.062	56.830	56.767	67.128	55.462	74.347	69.806	56.038	63.118	61.295	55.260	55.656	78.458
50	72.160	68.347	70.059	78.542	83.972	85.941	74.906	74.135	81.681	72.462	66.389	67.476	68.684	76.556	70.226	89.795	65.847	58.670	57.333	75.538	66.396	70.903	75.892	68.260	69.750	68.021	61.198	65.646	62.587	69.035	65.778	95.177	66.236	61.490	63.646	67.976	69.944	72.444	69.934	77.052	74.045	65.979	65.253	66.444	63.688	80.896	72.382	92.024	57.979	56.024	56.003	72.997	65.413	65.826	74.552	65.142	62.323	66.486	56.431	64.750	60.872	66.542	61.927	88.521	59.535	59.135	61.816	60.795	63.247	69.552	70.389	70.108	71.698	66.181	60.549	62.611	66.920	71.493	66.844	86.500	58.465	56.076	56.247	74.910	66.007	68.194	70.833	58.562	71.389	72.823	60.583	64.865	63.854	63.059	65.521	81.917	74.208	73.580	66.882	75.417	79.538	76.517	69.899	67.767	83.559	82.562	70.618	75.753	73.392	76.226	64.396	84.306	67.785	66.875	64.163	75.378	61.108	59.097	70.017	61.736	68.580	68.205	73.552	71.510	69.990	66.441	56.177	79.424	69.851	66.420	62.694	68.427	65.601	62.778	57.531	60.135	81.052	77.288	65.708	71.538	62.392	76.299	54.417	76.878	66.441	64.559	59.618	74.250	57.424	59.208	65.014	55.781	64.559	67.062	61.983	70.062	65.965	71.031	54.198	79.764	65.517	62.927	59.076	66.767	61.927	61.427	58.528	54.681	74.260	74.854	63.802	71.677	64.479	70.441	54.736	76.944	62.125	63.125	62.174	73.729	57.476	57.337	68.698	55.670	74.840	69.792	55.830	64.125	62.139	57.003	54.983	78.823
51	72.760	67.778	68.608	78.094	85.076	87.733	75.653	75.503	81.726	73.233	66.993	69.451	70.076	78.233	71.990	91.219	67.441	58.938	56.816	76.361	66.389	72.073	75.812	69.444	69.899	68.552	62.108	66.125	62.892	69.670	65.865	96.066	67.122	63.191	65.066	67.139	70.142	72.997	70.705	78.208	75.097	67.410	68.118	68.312	64.795	82.583	73.972	92.545	59.236	56.573	57.087	74.347	65.385	65.997	75.455	66.903	64.493	67.049	57.278	64.462	61.076	67.375	63.288	90.115	60.785	61.670	63.038	63.451	63.969	69.625	72.003	71.358	71.983	67.406	62.854	64.642	67.306	73.142	68.740	86.861	59.340	56.826	56.569	75.045	66.708	67.660	70.115	59.785	71.969	73.399	62.514	65.951	63.740	63.559	64.556	82.205	73.628	73.854	67.677	75.934	79.799	77.892	69.993	68.434	83.222	81.993	70.708	77.826	75.368	77.635	65.878	84.726	69.278	65.691	65.038	76.628	61.628	58.660	71.142	62.122	68.958	67.760	74.472	72.500	70.951	68.653	56.583	81.056	71.354	68.361	63.188	68.854	66.042	63.587	58.042	61.608	81.542	76.809	67.962	72.476	64.701	79.997	56.976	78.771	67.965	66.045	61.510	75.892	58.767	61.215	66.910	56.622	65.479	66.639	64.431	71.090	67.833	74.826	55.660	78.580	65.719	63.858	61.715	67.295	63.076	61.965	59.812	55.101	75.188	74.597	65.917	73.226	65.365	71.274	57.222	77.420	63.295	63.399	64.330	74.219	57.049	57.948	70.476	56.302	75.247	69.024	57.319	65.608	62.576	58.396	54.424	79.764
52	73.458	68.955	70.017	78.382	85.160	87.948	76.358	74.899	81.965	72.639	66.757	68.351	69.962	78.958	72.271	90.163	67.851	59.226	57.514	75.812	67.524	71.306	75.708	69.073	69.236	68.181	63.111	65.889	63.694	69.795	64.847	95.007	67.267	63.372	63.580	67.451	69.344	72.177	70.198	78.354	74.007	66.774	69.306	67.024	65.181	83.122	74.948	92.281	58.747	57.101	57.049	74.097	65.205	64.740	74.531	66.618	63.413	66.760	58.812	63.854	60.767	68.326	63.656	89.878	60.882	62.316	62.149	61.826	64.632	69.073	70.618	70.528	72.878	67.003	63.826	64.097	67.198	73.719	68.351	87.135	59.354	58.094	57.181	75.365	66.372	68.118	69.747	59.660	71.538	73.146	61.351	65.747	64.316	61.861	64.285	83.354	73.753	74.156	67.521	76.368	78.378	76.573	70.663	67.972	83.097	82.455	71.569	79.566	76.965	78.590	65.910	84.743	68.361	66.736	64.441	76.837	60.542	59.545	71.635	62.528	68.233	67.455	74.750	71.896	70.694	69.799	56.535	80.417	71.882	69.062	62.594	69.118	65.740	63.378	58.274	60.830	80.448	77.601	67.965	73.080	64.524	81.323	56.076	78.691	68.733	66.233	61.017	75.385	58.302	60.556	67.670	54.882	65.972	68.045	64.872	71.451	67.573	75.399	56.358	79.854	66.639	65.122	61.573	66.260	63.889	61.924	59.528	54.927	74.556	74.413	67.240	73.497	67.160	71.264	57.201	76.656	63.090	63.066	64.052	74.740	57.774	58.156	69.677	55.958	74.854	70.208	57.101	65.125	62.969	58.771	54.778	79.816
53	73.097	68.674	69.444	78.135	84.924	87.521	75.188	76.108	81.826	73.118	68.003	68.240	70.601	78.035	72.816	91.427	67.215	60.365	57.778	75.247	66.615	70.333	75.021	70.556	67.924	66.743	62.979	65.188	62.931	69.271	64.858	95.215	67.823	64.188	65.396	66.608	70.108	72.132	70.163	78.910	74.062	65.434	69.205	67.073	64.931	84.490	76.170	91.795	59.858	57.014	57.635	72.993	64.420	65.726	73.858	67.434	63.069	66.122	58.628	64.118	61.510	69.344	63.743	90.229	60.042	62.517	63.781	62.267	63.625	68.806	71.410	72.941	71.965	67.524	63.517	65.198	68.125	74.938	69.240	87.142	59.708	57.628	58.247	74.660	65.545	67.017	69.861	60.017	71.698	72.715	60.562	65.066	63.729	62.306	64.174	82.299	73.455	73.844	67.795	76.941	79.253	75.375	69.892	67.111	83.066	81.924	70.955	79.788	78.358	79.149	66.406	84.899	68.524	66.361	64.906	77.562	61.799	58.035	71.528	61.566	68.406	68.003	75.042	72.330	72.878	70.743	57.024	80.319	73.427	67.889	63.955	68.865	66.917	62.434	58.024	61.024	81.757	77.212	68.372	72.524	64.944	82.392	57.413	78.674	68.712	66.229	62.139	75.035	58.927	61.646	68.865	56.097	66.354	66.799	64.854	71.819	67.688	75.792	56.507	78.750	67.566	65.028	63.035	66.587	61.580	61.417	60.028	54.698	74.413	75.170	67.021	74.986	66.455	72.250	57.656	77.747	64.375	62.847	64.056	76	57.826	57.778	70.969	55.878	74.108	68.997	57.486	65.660	62.892	59.163	55	78.660
54	72.545	67.708	68.795	77.361	85.337	87.858	76.469	74.847	81.927	72.740	68.507	69.028	72.205	78.962	73.014	91.417	68.278	60.559	58.205	76.031	66.917	70.139	75.837	71.476	68.483	67.490	64.135	64.875	63.608	70.125	64.215	94.861	68.052	64.833	65.615	66.517	68.111	72.479	70.601	78.649	73.726	64.667	71.181	67.007	65.253	86.146	76.799	92.562	59.983	55.108	57.844	73.010	64.135	65.333	73.653	69.007	62.396	65.743	59.351	64.167	61.413	69.417	63.715	89.701	60.639	62.806	64.615	62.944	64.184	68.774	72.177	72.830	71.469	67.587	63.906	64.503	68.260	75.017	68.896	87.309	58.847	58.087	57.458	75.632	64.806	67.990	68.253	59.934	70.875	72.531	61.510	64.656	64.142	62.566	63.132	82.743	73.722	73.948	67.510	76.764	79.094	75.764	71.469	66.951	82.646	82.434	71.573	81.368	78.073	81.177	67	85.438	68.778	66.993	64.458	77.267	61.625	59.264	71.628	61.993	68.389	68.392	76.111	73.090	71.486	71.441	55.632	81.007	73.181	68.878	64.639	67.385	65.559	62.639	58.799	60.806	80.788	76.726	69.028	71.924	66.257	84.076	58.750	78.365	68.562	66.649	62.875	74.809	59.368	61.260	70.024	55.972	64.802	67.545	65.372	71.201	68.142	76.667	56.837	78.017	67.306	65.816	62.951	66.309	62.601	60.806	59.642	55.674	73.847	73.931	67.066	76.014	67.476	73.677	57.906	77.431	64.872	64.167	64.170	76.417	58.351	58.854	71.399	56.688	74.139	70.132	59.483	66.535	64.868	60.559	54.809	79.465
55	73.378	68.701	69.174	77.128	84.958	88.139	74.983	74.792	80.972	72.368	69.181	69.267	71.219	80.076	72.781	90.167	66.753	60.521	58.486	75.274	65.785	69.073	74.462	71.958	68.233	67.649	62.896	65.177	62.038	69.767	64.646	93.847	68.337	65.462	65.281	65.938	68.878	70.236	70.128	79.406	72.701	66.507	71.087	65.917	65.497	85.125	75.812	91.111	59.566	56.264	57.819	72.562	64.059	63.688	72.663	67.625	61.847	65.194	59.059	63.358	61.257	70	63.931	89.781	60.521	63.045	64.253	62.708	63.045	68.319	71.250	73.479	71.851	65.726	63.958	64.236	68.490	74.955	69.118	86.521	58.576	57.913	57.194	73.899	64.802	66.181	69.330	59.802	69.587	71.802	60.476	64.448	62.931	62.163	62.979	82.094	73.983	74.573	67.854	76.625	78.955	75.576	71.913	67.028	81.674	81.372	72.003	81.201	78.944	80.576	67.764	84.559	68.993	67.917	65.455	78.281	62.729	58.642	72.319	62.215	68.122	68.764	75.406	72.507	72.778	71.983	56.424	81.014	72.517	68.517	64.410	67.507	65.253	61.767	59.781	62.302	79.969	75.858	70.069	72.854	66.958	84.472	60.056	77.188	69.521	66.122	62.458	74.215	57.747	60.799	71.337	56.288	65.184	67.052	65.274	71.080	67.938	75.760	57.878	77.785	67.847	65.983	63.997	66.493	61.188	59.806	62.056	54.847	73.865	73.653	67.014	77.052	67.910	72.750	58.267	76.583	64.344	64.194	64.503	76.090	57.639	58.531	70.955	55.972	72.868	68.677	59.125	66.118	64.233	60.955	53.976	78.281
56	72.514	68.406	69.549	77.663	83.538	88.076	74.392	75.622	81.306	71.920	69.931	69.274	71.962	79.969	73.840	90.861	68	61.212	57.951	74.670	66.139	69.045	74.201	71.920	67.878	65.927	64.139	65.285	62.403	69.785	65.233	93.486	68.191	66.035	66.476	64.927	67.896	70.243	69.913	79.188	72.715	65.924	72.160	66	65.448	86.757	77.292	90.146	59.497	56.247	57.778	71.812	64.201	64.285	73.594	69.083	62.118	66.694	59.594	63.233	60.472	70.597	63.396	90.656	61.031	63.236	66.056	62.938	63.267	68.691	70.854	74.160	71.979	66.524	63.882	64.955	69.337	75.938	69.292	85.424	57.997	58.066	58.542	74.656	64.851	65.677	69.236	60.420	69.993	72.656	60.368	63.521	62.878	62.094	62.944	83.076	72.708	73.826	68.038	77.222	79.243	74.962	71.288	67.191	81.615	81.160	72.642	82.160	79.056	80.944	65.990	84.927	69.389	67.500	65.076	79.021	61.319	59.604	73.042	62.785	68.087	68.608	76.389	72.847	74	72.233	57.076	81.014	73.285	69.125	64.431	67.587	64.451	62.264	60.285	62.396	81.260	75.708	69.576	73.903	68.823	86.889	59.198	77.934	70.622	66.833	62.997	74.365	59.247	61.493	71.649	55.653	64.365	67.292	65.524	71.264	67.847	75.292	58.198	78.021	68.608	66.580	63.778	66.844	62.080	60.108	61.194	54.417	73.649	74.115	68.698	75.608	68.819	74.045	58.951	76.948	64.288	64.628	64.792	76.049	58.333	57.965	70.198	56.097	73.962	68.889	59.910	67.924	65.149	61.708	54.128	78.306
57	71.375	67.545	68.688	76.351	84.517	88.198	74.368	73.500	81.135	71.955	71.073	69.722	72.896	81.531	74.073	90.684	67.587	61.434	58.139	73.823	66.389	69.299	73.069	71.708	67.149	66.576	64.174	65.052	63.816	69.240	66.295	94.458	68.108	64.934	68.101	65.816	69.177	69.160	70.875	79.087	71.392	64.979	71.635	66.090	65.483	86.583	77.583	89.649	60.264	55.472	59.083	71.944	62.674	63.965	72.653	69.333	61.823	64.875	60.417	63.385	61.559	70.774	64.135	89.681	60.979	63.288	65.576	63.194	63.319	66.774	71.899	74.941	71.080	66.431	65.139	64.986	69.562	76.181	69.601	85.024	57.771	58.122	58.483	73.372	64.069	65.042	67.524	60.747	68.875	70.622	59.604	63.347	62.694	61.701	62.733	81.469	72.330	74.615	67.583	78.153	77.622	74.493	71.764	66.309	81.972	80.562	72.156	82.514	80.028	81.424	67.035	84.059	70.458	67.660	65.420	78.333	62.236	60.191	72.812	63.174	68.660	68.941	77.125	72.753	74.122	72.715	56.934	80.163	74.854	69.378	64.899	67.142	64.153	61.590	59.312	62.576	79.479	75.073	71.194	73.628	69.545	88.514	60.521	76.601	70.156	67.378	62.799	74.135	58.840	61.476	72.747	56.073	65.878	66.278	65.972	71.476	68.281	76.253	57.913	78.059	69.319	66.819	63.635	67.267	61.823	61.378	60.677	54.337	73.323	73.403	68.413	75.861	69.038	74.160	58.142	77.191	65.212	64.160	64.465	77.663	58.288	58.302	70.361	55.101	73.521	68.747	60.497	67.365	65.153	64.003	54.747	78.799
58	71.878	67.410	68.788	77.549	83.583	88.135	75.399	73.691	80.330	71.830	71.229	69.087	73.625	82.253	73.965	91.062	68.191	60.917	58.351	73.708	64.226	68.986	73.243	72.781	66.146	66.066	64.330	63.792	62.264	70.385	64.417	93.781	68.608	65.042	67.292	65.271	66.455	68.660	70.201	80.010	71.101	66.031	72.889	65.858	65.580	87.226	78.469	90.167	59.708	56.438	58.365	71.417	63.819	63.076	71.108	68.878	61.219	65.757	62.233	63.427	60.427	71.392	63.917	88.781	61.028	64.184	66.417	63.392	63.271	66.396	70.875	73.976	70.524	65.635	64.965	65.295	69.698	75.712	69.677	85.264	58.243	58.292	57.847	73.090	64.385	65.028	68.021	60.441	69.660	70.931	58.931	63.431	61.944	59.993	61.694	82.344	71.396	73.122	67.059	78.226	77.476	75.142	71.740	65.451	80.833	81.976	73.104	83.913	79.740	80.531	66.486	84.306	69.705	67.733	66.049	78.556	61.920	59.542	72.528	62.139	67.455	68.997	76.372	72.163	75.052	73.312	57.642	79.823	74.799	70.642	65.646	67.184	63.476	60.656	60.951	62.674	78.628	74.274	70.979	74.806	70.583	88.201	61.302	77.285	69.993	66.326	63.198	74.490	58.934	61.483	72.247	55.910	65.566	66.788	67.365	71.660	67.924	76.253	57.493	77.021	69.240	66.337	64.132	66.806	61.701	60.875	61.326	54.812	73.545	72.837	68.483	77.142	69.792	74.312	59.174	76.045	63.931	64.847	65.226	78.028	57.611	58.194	70.639	55.274	72.903	68.361	60.156	67.958	66.663	64.875	54.184	77.260
59	72.101	68.076	68.785	77.542	82.990	88.646	74.931	73.497	80.042	70.424	71.174	69.920	74.097	82.674	74.847	91.146	67.819	60.840	59.396	73.729	65.226	68.670	73.323	71.441	66.486	64.788	64.229	63.205	62.823	68.451	64.639	91.830	68.729	66.517	67.219	64.382	67.865	69.479	71.285	79.823	71.722	64.378	73.170	65.806	67.188	87.594	77.764	89.986	59.465	55.285	57.903	70.556	61.882	61.931	70.944	69.642	61.243	64.486	61.969	63.087	61.569	72.288	64.306	89.042	61.576	64.861	66.559	63.497	60.948	67.865	71.007	74.747	70.132	65.229	64.653	65.177	70.236	76.472	69.510	84.372	58.531	58.549	58.399	72.521	62.712	65.153	67.639	61.316	68.080	70.903	60.090	62.722	61.993	60.694	61.948	81.740	72.073	73.514	66.965	78.938	78.097	75.073	72.611	66.840	80.392	81.191	73.608	84.090	81.340	81.469	68.181	84.573	70.684	67.997	65.747	78.771	61.997	58.271	72.660	62.406	67.958	69.760	77.601	73.389	75.389	72.295	57.503	80.108	76.628	69.785	66.299	66.979	64.441	61.597	62.733	64.101	79.014	74.990	73.490	75.177	70.646	88.285	61.587	76.587	70.340	66.764	64	75.625	58.986	60.771	72.823	55.903	64.920	66.146	67.826	72.097	68.990	75.625	58.910	77.177	69.885	67.198	64.646	67.986	61.226	59.476	62.604	55.135	72.844	72.844	69.128	76.944	68.910	74.681	58.938	77.441	65.674	64.562	64.837	77.865	58.479	58.514	70.420	55.938	73.222	67.868	61.583	68.979	66.031	64.688	54.344	78.219
60	72.142	67.778	68.420	76.396	83.222	87.274	74.802	74.312	79.906	70.865	71.580	69.476	74.615	83.170	74.701	91.660	68.490	62.330	59.587	73.764	64.385	68.260	71.941	71.938	65.802	65.438	65.010	64.285	62.990	69.764	64.462	92.694	69.611	67.677	67.337	64.170	66.281	67.896	70.365	80.285	70.920	65.083	73.042	66.372	66.163	87.056	77.750	89.691	59.889	56.135	58.618	70.670	62.434	63.049	70.986	69.253	60.292	64.309	62.427	62.611	61.066	72.212	62.906	88.785	61.392	64.372	66.288	64.934	61.792	67.410	71.451	75.726	70.122	65.795	65.295	66.517	70.087	76.434	69.747	83.924	59.024	58.899	58.535	71.962	63.188	64.337	67	61.740	68.743	69.865	59.507	62.656	60.819	61.344	61.847	81.910	71.899	73.042	67.347	78.601	76.719	74.431	71.302	66.472	80.372	79.958	73.635	84.490	81.514	81.660	67.073	83.878	71.094	68.590	66.535	78.434	61.594	60.389	72.958	63.184	67.417	69.247	77.809	73.438	75.125	74.111	58.878	78.604	76.715	71.111	67.722	67.705	63.990	60.684	61.767	63.389	78.014	74.646	73.104	76.917	71.517	88.299	62.674	76.962	71.365	67.333	64.090	76.247	58.438	60.826	72.549	56.590	65.483	65.969	67.677	72.087	68.649	76.219	58.990	77.476	70.993	66.486	64.444	67.174	61.514	59.615	62.403	55.906	73.844	71.993	70.174	78.573	69.601	75.073	61.229	76.594	64.872	65.003	65.337	77.976	58.802	58.552	70.031	56.062	72.017	67.556	62.344	68.910	66.830	65.653	54.757	78.080
61	71.122	67.806	68.385	77.559	83.878	85.979	74.622	74.208	80.066	70.337	72.122	70.434	75.545	84.066	75.330	89.899	68.271	61.743	59.434	73.250	64.545	67.684	71.792	71.597	65.135	65.608	64.663	63.639	63.212	70.003	64.424	91.538	69.781	67.576	68.358	63.247	67.233	68.632	70.229	79.906	70.566	64.833	73.635	65.917	67.844	88.267	77.993	88.628	59.788	56.139	58.368	70.024	62.319	63.059	69.958	68.500	60.486	64.375	63.087	61.826	62.104	71.816	63.410	88.524	61.826	64.830	66.399	64.194	62.028	66.392	72.066	75.677	68.757	65.285	65.757	66.309	70.170	76.115	70.201	84.205	58.184	59.236	59.389	71.507	62.382	64.177	66.226	61.521	68.458	70.292	60.302	63.118	62.146	62.128	60.646	81.194	71.861	73.285	67.878	78.649	76.892	74.184	73.458	65.865	79.243	79.830	74.184	84.115	81.778	82.031	67.424	83.799	71.226	68.549	67.378	77.868	62.642	59.003	72.653	62.455	68.083	69.608	78.212	73.028	75.757	74.441	58.427	78.698	77.167	71.552	66.583	67.316	64.003	59.740	62.559	64.139	77.632	74.188	72.910	77.576	73.715	89.549	62.295	75.892	71.653	67.840	64.146	74.910	59.208	60.271	73.365	56.896	65.837	67.010	67.583	72.792	69.799	77.146	58.684	76.569	72.257	67.319	65.517	67.587	62.125	59.583	63.497	54.517	71.792	71.705	70.299	78.056	70.253	75.441	61.125	75.569	66.087	64.701	64.875	77.090	58.455	58.753	69.993	55.639	71.878	67.267	62.882	69.010	66.990	66.997	54.500	77.733
62	71.316	68.354	68.854	77.830	82.188	85.438	75.594	74.115	78.941	70.111	72.722	71.483	77.104	85.358	74.812	88.448	66.788	62.017	60.323	72.052	63.538	67.361	71.740	72.826	65.618	65.326	64.993	63.493	63.517	69.684	65.253	92.076	70.917	68.208	69.340	64.403	65.646	68.483	70.958	78.319	70.896	64.340	74.146	65.892	68.115	87.618	78.535	88.705	61.222	55.861	58.854	70.076	62.316	62.455	70.549	69.330	60.545	63.257	63.094	63.646	62.618	71.865	63.830	89.677	61.226	65.847	67.198	65.479	61.691	66.819	71.542	76.573	69.281	64.795	66.458	66.924	71.736	77.656	70.792	83.778	58.698	60.312	58.760	70.059	62.611	64.535	66.524	61.580	68.010	69.490	59.972	62.056	61.882	61.062	61.837	80.684	71.441	72.438	66.448	78.559	75.941	72.788	73.497	66.604	79.965	80.354	74.587	86.608	82.750	82.361	68.778	82.823	72.396	68.670	67.708	76.493	63.087	59.340	73.316	63.205	68.420	69.882	78.587	74.441	76.562	74.062	58.767	79.319	78.767	72.302	68.142	68.059	63.503	59.944	62.118	64.472	77.642	73.729	74.212	78.705	74.087	88.448	62.812	76.215	71.767	67.712	63.417	75.726	58.986	60.410	73.792	57.240	65.934	66.576	68.844	72.868	69.469	76.396	58.632	77.194	72.219	68.483	66.899	68.108	61.167	59.059	62.944	55.344	70.590	71.528	70.243	79.184	70.583	75.715	62.184	76.997	65.608	65.906	66.111	78.660	58.944	59	70.243	55.545	71.503	66.427	62.729	69.229	67.510	68.260	54.951	77.983
63	101.622	95.983	97.184	98.080	90.021	84.076	89.840	88.396	88.253	95.826	113.115	97.549	103.045	106.469	96.660	79.885	104.542	105.497	101.691	88.302	92.465	88.625	86.069	90.733	96.219	91.583	99.066	89.625	95.069	97.878	88.753	77.979	117.819	114.368	116.035	92.194	96.455	92.198	96.753	102.056	92.503	95.021	109.222	95.312	91.562	104.073	95.750	79.625	100.778	92.892	98.160	85.965	85.747	84.559	85.646	89.927	88.024	86.295	98.243	89.882	90.594	96.812	85.819	78.750	98.917	109.580	110.556	92.625	90.215	88.799	94.934	96.135	90.184	90.358	103.184	92.448	93	97.840	94.365	76.931	91.528	93.253	94.361	82.559	80.767	80.104	77.840	88.198	79.542	77.104	82.087	77.819	80.861	78.601	73.656	71	87.076	93.434	93.153	100.243	94.562	95.229	100.260	88.243	89.181	91.240	99.795	99.319	99.493	99.674	92.226	88.076	100.316	97.493	98.868	104.819	91.455	91.632	99.306	94.208	88.781	91.625	103.382	96.424	98.392	93.431	90.587	86.882	102.448	100.594	99.788	95.174	92.243	85.521	93.819	93.267	88.677	91.948	93.719	92.740	88.031	93.101	90.635	86.205	98.347	96.052	94.316	94.809	87.080	89.417	99.722	87.271	88.274	84.583	91.101	92.469	91.399	95.528	87.267	83.951	97.601	96.840	93.153	93.920	87.660	86.899	91.267	88.333	82.958	87.976	92.826	91.031	89.493	88.257	86.910	81.372	88.059	92.396	91.483	96.476	85.604	84.917	94.073	85.920	77.090	77.601	80.531	86.017	83.188	80.174	77.219	79.517
64	106.625	100.854	101.972	102.090	92.035	89.111	92.778	90.969	89.681	98.962	123.698	104.128	109.594	113.792	102.410	81.608	110.809	112.115	108.413	89.764	96.142	92.066	87.417	95.406	99.115	96.743	106.892	92.653	99.142	106.990	94.059	80.674	125.490	122.913	124.872	97.497	99.104	94.656	101.583	108.441	95.997	100.090	118.229	100.378	95.181	109.847	102.101	79.476	107.816	96.969	104.236	87.174	90.312	88.503	84.837	94.889	91.038	88.674	107.392	92.764	96.885	103.365	90.844	80.510	105.233	119.250	120.399	96.365	94.392	92.559	99.219	103.146	90.156	92.528	113.031	96.191	100.285	106.753	95.938	77.264	95.962	99.635	101.757	83.833	86.455	84.319	79.316	92.160	80.788	80.104	83.701	82.580	83.267	81.229	76.736	73.899	90.500	98.830	96.771	103.764	99.427	96.243	105.167	94.694	91.889	92.281	107.115	106.062	105.233	106.868	100.438	89.122	105.691	105.299	105.566	112.312	95.788	94.493	107.469	99.406	90.934	99.802	109.812	100.993	108.399	103.976	96.969	89.681	111.510	109.285	108.104	101.201	96.385	91.215	98.264	102.052	90.872	94.882	103.677	100.719	94.420	104.615	98.660	86.587	106.858	103.632	103.038	101.677	93.778	95.153	110.444	91.149	91.111	91.517	99.920	98.809	98.889	106.170	93.455	87.368	103.875	104.656	101.351	99.628	92.417	89.944	98.844	93.639	83.403	89.594	99.403	99.427	98.931	98.604	91.188	84.149	93.681	98.285	99.500	103.490	89.389	89.590	101.420	91.257	79.778	81.892	89.191	92.427	90.365	87.809	81.635	80.257
