 	Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12	Mean13	Mean14	Mean15	Mean16	Mean17	Mean18	Mean19	Mean20	Mean21	Mean22	Mean23	Mean24	Mean25	Mean26	Mean27	Mean28	Mean29	Mean30	Mean31	Mean32	Mean33	Mean34	Mean35	Mean36	Mean37	Mean38	Mean39	Mean40	Mean41	Mean42	Mean43	Mean44	Mean45	Mean46	Mean47	Mean48	Mean49	Mean50	Mean51	Mean52	Mean53	Mean54	Mean55	Mean56	Mean57	Mean58	Mean59	Mean60	Mean61	Mean62	Mean63	Mean64	Mean65	Mean66	Mean67	Mean68	Mean69	Mean70	Mean71	Mean72	Mean73	Mean74	Mean75	Mean76	Mean77	Mean78	Mean79	Mean80	Mean81	Mean82	Mean83	Mean84	Mean85	Mean86	Mean87	Mean88	Mean89	Mean90	Mean91	Mean92	Mean93	Mean94	Mean95	Mean96	Mean97	Mean98	Mean99	Mean100	Mean101	Mean102	Mean103	Mean104	Mean105	Mean106	Mean107	Mean108	Mean109	Mean110	Mean111	Mean112	Mean113	Mean114	Mean115	Mean116	Mean117	Mean118	Mean119	Mean120	Mean121	Mean122	Mean123	Mean124	Mean125	Mean126	Mean127	Mean128	Mean129	Mean130	Mean131	Mean132	Mean133	Mean134	Mean135	Mean136	Mean137	Mean138	Mean139	Mean140	Mean141	Mean142	Mean143	Mean144	Mean145	Mean146	Mean147	Mean148	Mean149	Mean150	Mean151	Mean152	Mean153	Mean154	Mean155	Mean156	Mean157	Mean158	Mean159	Mean160	Mean161	Mean162	Mean163	Mean164	Mean165	Mean166	Mean167	Mean168	Mean169	Mean170	Mean171	Mean172	Mean173	Mean174	Mean175	Mean176	Mean177	Mean178	Mean179	Mean180	Mean181	Mean182	Mean183	Mean184	Mean185	Mean186	Mean187	Mean188	Mean189	Mean190	Mean191	Mean192
17	167.847	169.045	172.580	171.649	172.319	173.156	165.948	164.177	170.955	169.726	161.628	164.660	158.788	153.892	154.319	167.128	164.306	167.524	167.375	172.149	169.656	166.281	165.271	156.535	168.365	169.962	163.708	167.934	161.878	158.837	159.257	165.990	156.552	158.795	159.059	167.712	164.073	164.035	158.399	150.833	165.736	166.604	159.753	162.910	161.847	153.767	150.951	162.094	162.976	165.566	164.191	171.170	168.101	166.708	161.274	154.208	164.816	167.535	160.458	163.872	161.965	155.667	153.698	168.396	157.847	153.583	153.910	158.590	161.326	160.222	148.778	145.521	158.830	157.146	153.451	149.962	148.712	147.378	144.792	161.191	153.799	152.389	151.733	158.191	158.906	154.389	148.642	144.510	158.271	159.962	156.767	158.403	158.809	156.219	153.253	157.906	175.743	172.472	173.736	171.812	180.615	178.528	164.503	172.823	178.097	177.986	165.438	158.170	162.066	164.844	163.889	169.562	163.958	165.795	165.580	161.021	170.743	173.326	161.167	162.226	172.688	169.208	162.399	157.455	157.778	163.483	165.719	170.080	164.993	165.990	166.691	167.396	171.889	178.441	164.799	162.976	175.094	172.639	164.882	160.226	165.622	160.719	159.951	169.427	161.354	162.240	162.181	159.326	164.934	164.396	155.785	166.583	164.986	170.347	159.056	148.587	156.740	153.851	156.003	166.146	157.337	159.795	157.948	156.271	165.969	167.917	155.142	152.135	165.146	162.972	153.153	146.354	151.358	153.024	152.997	163.212	154.316	156.243	152.420	150.094	157.965	157.955	146.618	152.955	155.462	157.139	156.090	147.677	153.691	158.840	155.153	161.201
18	170.340	170.514	170.319	168.736	172	174.931	165.809	165.663	170.878	169.365	161.049	163.878	157.802	154.486	154.674	168.260	162.479	166.500	166.281	171.087	168.399	166.507	163.396	155.819	168.135	169.122	164.865	167.618	160.896	158.323	159.191	166.906	158.938	160.333	155.319	165.299	165.507	162.378	155.156	150.802	165.413	166.444	159.882	161.326	160.910	153.812	150.715	162.281	160.889	165.781	163.694	169.903	168.201	164.823	161.160	151.653	164.073	167.417	161.024	163.351	160.698	155.819	153.750	166.483	157.604	153.299	147.441	159.347	160.156	158.934	149.274	146.132	160.365	157.753	149.701	151.931	147.104	146.938	146.826	160.729	154.056	152.649	151.462	158.802	157.785	154.347	152.299	144.993	157.521	157.597	157.472	158.035	156.861	156.097	149.851	157.340	176.274	172.681	176.007	170.455	181.215	179.281	163.309	172.111	175.337	179.639	165.490	156.069	163.069	164.253	162.826	166.792	166.312	166.160	167.007	160.722	171.840	172.694	161.365	161.031	173.562	168.795	164.576	157.691	156.667	161.910	165.524	170.271	163.111	164.622	164.448	168.170	172.562	178.823	164.229	162.108	172.802	170.479	162.781	157.656	165.382	160.830	160.295	168.990	163.153	162.927	160.292	160.962	166.309	163.774	156.115	164.087	168.462	168.649	157.132	146.837	153.927	154.021	154.712	166.111	156.125	156.490	156.806	156.424	165.688	167.062	152.615	152.035	163.882	164.080	152.806	146.993	150.455	151.372	153.903	164.854	152.875	155.160	150.174	148.951	159.646	156.865	144.896	152.486	154.726	159.941	154.226	147.847	152.337	156.781	153.257	161.132
19	170.660	169.243	168.649	169.049	173.455	172.667	165.979	166.083	171.024	169.267	159.771	162.417	160.104	154.618	151.934	167.806	162.844	166.681	166.576	170.681	167.656	166.056	163.844	155.479	168.378	168.503	164.042	165.236	161.382	159.990	157.656	166.934	157.507	157.521	156.587	165.316	163.677	163.510	153.767	149.944	165.451	165.882	160.170	161.358	160.729	151.618	149.309	161.851	162.035	164.285	163.010	171.552	166.528	166.965	161.507	150.479	164.420	167.010	160.062	163.767	160.365	155.382	154.497	167.573	158	151.892	150.281	159.510	162.573	158.156	150.931	144.264	159.691	158.125	152.340	150.993	146.306	147.552	144.337	162.156	152.267	149.799	152.243	160.295	157.385	155.372	147.438	146.309	156.128	157.611	156.608	157.080	158.309	154.188	149.774	157.490	173.854	173.372	174.684	169.535	180.653	177.451	164.757	171.486	176.208	178.062	163.413	157.167	162.694	163.865	162.931	168.083	165.281	167.222	163.295	160.729	170.347	172.455	159.316	159.774	172.038	168.764	160.708	155.465	156.524	163.632	164.111	169.941	162.931	163.854	162.892	164.083	172.451	177.792	159.851	160.007	172.163	173.302	161.309	157.903	163.250	161.340	159.986	170.424	160.719	162.559	161.333	159.382	163.354	163.576	154.271	164.045	166.896	168.688	157.583	148.830	157.642	152.615	154.917	163.194	156.892	155.479	156.132	154	166.559	167.125	152.524	152.816	164.625	162.979	154.556	147.226	152.524	151.344	150.906	162.278	153.323	153.312	150.406	149.931	157.431	156.281	144.660	152.948	156.340	156.420	154.622	149.826	149.403	157.424	154.427	160.958
20	171.764	170.944	171.288	171.229	173.552	172.566	163.368	166.417	170.826	169.535	160.826	162.167	157.160	157.226	153.219	169.240	162.101	164.816	165.757	172.080	166.951	165.913	163.111	156.302	168.191	169.858	161.816	167.451	163	159.483	158.413	167.795	159.271	158.118	158.111	165.031	164.972	163.663	156.882	150.458	166.306	164.743	158.319	160.455	159.247	153.830	149.913	161.993	161.056	165.872	164.562	171.785	166.691	165.507	158.885	153.135	164.316	167.097	160.760	162.177	161.316	154.101	152.837	166.927	159.194	152.253	153.712	158.299	161.208	159.889	149.802	146.931	160.448	157.674	152.931	153.653	147.292	148.465	145.128	160.743	153.667	153.573	153.778	161.059	159.892	153.628	150.427	146.819	158.583	158.184	155.990	158.917	160.497	155.812	152.535	159.826	176.628	173.083	173.170	169.128	181.941	181.003	163.361	172.226	176.295	179.076	166.240	158.299	163.271	163.101	163.090	170.024	162.337	167.351	162.312	160.163	170.792	173.219	161.622	162.556	173.719	169.378	162.441	154.146	159.399	164.181	165.604	169.757	163.719	164.163	164.170	167.045	172.889	177.747	162.837	162.052	174.399	174.167	163.892	157.660	163.889	163.406	160.208	169.535	161.861	163.052	161.368	159.486	165.059	162.885	156.219	163.188	167.260	170.917	156.625	149.146	155.830	153.247	154.403	168.302	157.396	160.215	153.931	155.212	164.628	166.885	152.691	153.674	164.243	163.101	154.476	145.264	152.799	151.368	153.017	163.785	153.253	155.059	152.681	151.562	159.556	156.490	145.181	152.694	154.094	159.660	154.806	148.208	151.410	157.135	156.542	163.410
21	169.569	168.569	170.830	169.323	174.653	172.767	165.823	163.604	171.205	169.611	162.826	159.993	157.667	153.667	152.309	167.177	161.278	165.660	165.885	171.521	167.861	164.490	164.601	157.302	165.972	168	162.167	166.208	161.021	156.792	158.274	166.976	157.226	157.302	157.122	163.622	163.760	161.719	154.667	151.062	167.128	165.781	158.983	159.997	160.021	155.181	149.264	160.344	160.833	164.153	162.597	170.326	165.167	165.944	161.712	152.795	164.038	166.649	159.934	162.514	160.264	154.392	152.778	167.618	156.899	152.892	151.788	158.608	158.701	157.260	148.128	145.889	158.181	158.535	152.139	150.979	146.469	147.924	145.132	160.382	154.330	151.490	150.781	158.622	156.854	153.368	149.007	145.389	158.365	158.691	156.153	161.101	160.062	154.729	150.747	157.479	176.132	172.288	173.517	169.250	182.396	179.361	162.389	171.250	177.351	178.372	165.194	158.486	161.319	161.222	161.681	169.434	166.295	165.615	161.177	159.979	171.198	172.170	159.056	160.590	171.889	169.233	162.274	155.635	158.628	164.444	165.302	168.913	162.910	164.122	163.653	165.667	171.632	177.101	161.969	161.014	173.882	173.104	161.174	155.913	163.149	162.264	159.656	171.340	161.073	160.316	160.340	160.024	162.545	162.472	153.601	164.385	165.462	170.556	157.003	148.101	154.618	155.552	155.545	166.694	155.618	157.757	155.174	156.462	165.142	166.215	151.861	154.024	164.872	163.028	152.663	143.889	150.705	152.854	151.812	164.167	151.948	155.097	151.826	149.403	159.319	156.486	148.215	150.941	157.017	159.965	153.576	149.219	152.014	157.312	154.111	163.118
22	170.674	168.156	171.736	170.399	172.455	173.299	166.122	164.941	172.299	169.375	159.260	161.538	156.465	156.719	153.944	168.726	162.316	165.188	167.271	172.156	168.410	165.438	165.125	156.448	168.052	170.247	164.257	165.531	160.403	158.108	160.375	167.778	158.580	156.524	156.271	164.729	165.194	162.785	155.094	150.229	165.257	164.771	160.958	160.677	157.885	154.292	149.517	162.698	162	165.337	163.667	171.278	166.955	166.208	162.281	152.222	162.757	166.514	159.156	162.726	159.358	155.003	151.875	167.146	156.760	152.965	151.747	157.819	160.969	161.146	149.351	144.733	159.997	159.309	152.500	149.042	147.069	146.531	146.979	161.976	153.851	151.212	150.726	159.288	160.472	155.337	151.125	146.368	157.587	158.771	157.403	157.767	159.250	155.167	152.507	157.844	174.413	172.031	174.701	169.403	182.083	179.226	164.295	172.219	179.257	177.899	164.594	156.594	163.497	164.625	163.219	167.455	165.170	165.476	165.365	160.076	169.188	173.479	161.087	160.667	172	168.316	163.319	158.118	157.747	164.868	162.615	169.608	163.931	165.052	164.587	165.215	170.590	178.299	162.556	160.889	172.878	171.865	163.861	155.503	161.323	162.253	159.809	169.045	163.184	160.660	161.389	161.115	162.806	165.104	153.490	164.514	164.403	169.799	156.538	146.806	156.167	155.132	154.976	165.938	156.215	156.302	152.806	154.420	164.670	167.403	154.066	153.743	165.795	163.326	154.344	144.552	152.233	153.948	153.146	164.132	153.750	155.111	152.049	148.615	157.271	160.524	145.691	152.431	155.733	158.205	153.385	148.365	154.167	157.347	154.826	162.809
23	170.764	167.986	169.271	169.212	173.087	173.042	162.931	166.340	171.535	167.205	162.538	157.795	156.781	154.753	151.917	167.712	160.358	165.917	164.250	169.840	167.681	165.389	163.920	155.396	169.365	169.958	162.017	166.451	160.892	158.927	159.451	167.920	158.566	159.365	156.757	165.181	164.635	162.257	154.840	151.135	166.705	164.431	158.705	160.233	157.788	153.594	149.295	160.115	159.837	166.212	161.868	171.510	166.531	166.406	161.410	151.559	165.451	167.767	160.653	162.007	157.896	154.712	153.240	167.976	156.431	153.576	149.917	159.205	161.087	161.549	148.799	145.552	158.080	160.292	151.726	152.059	148.076	148.587	144.854	160.538	154.066	151.240	152.611	157.076	158.681	154.201	150.427	145.281	159.326	160.455	154.198	159.253	157.431	153.635	154.243	158.767	175.729	175.073	171.215	169.201	179.059	178.250	161.222	168.962	176.490	176.264	165.497	157.691	163.483	164.014	160.729	167.910	163.403	164.417	164.101	161.736	168.427	172.326	159.299	159.858	171.802	170.490	161.660	156.354	160.382	163.292	163.438	168.736	164.260	163.969	162.938	165.872	171.271	177.042	160.854	160.938	174.562	172.774	164	155.219	161.840	160.417	159.299	169.490	160.840	160.556	158.948	160.608	162.889	162.469	153.597	162.819	165.792	168.240	157.111	149.174	157.910	155.826	155.385	167.510	155.882	155.319	154.830	155.444	165.434	166.622	152.618	152.597	166.368	163.681	154.104	146.903	149.701	151.396	152.399	163.319	150.309	153.347	152.201	149.642	158.694	155.896	146.312	151.639	156.753	157.208	151.361	147.920	149.990	155.844	154.663	161.830
24	167.038	168.868	169.160	170.986	171.847	170.045	163.080	164.372	173.490	168.299	160.979	157.587	157.951	154.771	153.712	170.399	163.486	165.052	164.986	171.514	167.931	165.115	162.517	155.458	168.875	168.389	163.118	166.181	161.719	157.274	158.997	168.240	157.906	156.545	159.295	164.628	165.733	161.997	154.660	150.844	165.847	165.194	159.007	158.799	157.194	154.142	152.017	162.163	159.302	164.993	162.507	171.153	167.844	164.792	162.823	152.625	164	169.163	160.361	160.309	159.878	155.483	153.438	167.611	158.889	154.361	153.076	156.035	161.358	160.760	148.740	148.535	158.917	158.080	153.847	151.316	147.997	149.750	146.031	159.955	153.639	152.851	151.052	158.785	158.892	153.403	149.826	146.788	160.312	159.997	155.608	158.125	160.170	157.024	152.837	159.010	173.615	170.944	174.941	169.524	181.007	179.399	161.219	171.566	176.590	178.403	164.181	157.562	163.924	163.760	162.927	168.764	161.545	165.278	162.858	160.517	167.684	172.167	160.483	162.042	173.587	170.726	163.701	155.274	158.122	164.726	161.642	171.740	165.785	164.729	162.448	164.681	170.149	177.635	159.229	162.153	175.726	172.833	161.816	157.146	162.122	162.837	155.444	170.524	161.146	162.309	158.368	159.392	164.309	163.424	155.052	163.684	167.250	169.278	157.410	148.531	156.198	154.128	154.594	166.368	155.427	156.774	155.802	155.101	165.535	167.361	151.872	154.677	165.462	165.392	156.017	145.726	151.056	152.809	152.267	162.865	153.441	154.431	151.191	148.021	158.472	157.424	145.205	153.299	155.688	157.434	152.410	147.351	153.069	157.208	156.503	163.757
25	167.243	170.021	167.705	168.646	172.743	170.712	163.944	164.073	170.993	167.642	162.337	158.309	156.219	155.250	151.722	168.306	162.115	161.208	164.635	170.913	167.090	165.965	162.438	155.045	165.420	170.837	160.490	165.389	158.917	155.174	157.069	167.149	157.406	155.490	156.997	165.038	162.823	163.257	153.427	149.222	167.087	165.542	158.608	159.212	159	153.688	148.708	160.868	162.003	161.694	162.403	171.462	165.448	166.986	159.559	152.111	164.073	165.986	159.837	160.656	157.406	155.292	152.510	167.361	154.910	153.955	152.382	156.757	160.451	158.639	148.021	147.476	157.365	157.792	151.104	151.149	145.941	150.066	145	161.458	154.222	151.076	150.851	158.615	158.069	153.663	149.295	144.229	156.951	158.267	155.663	159.389	159.149	154.646	152.663	157.101	174.288	168.948	172.476	167.632	180.351	179.087	160.729	169.938	177.198	177.247	164.872	159.375	162.285	164.240	164.566	167.104	161.424	166.208	164.351	160.264	169.049	170.056	160.035	159.215	170.358	167.844	161.462	155.819	157.830	162.750	162.163	170.153	164.854	163.979	161.913	164.510	171.569	178.247	161.014	160.333	171.875	174.715	161.920	155.326	159.646	160.653	159.264	169.576	159.583	160.566	158.330	158.955	163.035	164.510	152.934	162.688	165.806	169.281	156.986	146.524	155.875	155.858	151.778	164.997	154.434	155.993	153.545	153.399	164.868	167.101	152.799	151.910	163.976	164.878	154.715	147.438	149.712	150.892	154.656	164.681	152.691	152.997	151.708	149.139	157.465	156.556	146.778	150.719	155.413	157.208	150.698	146.934	150.660	153.361	153.451	161.743
26	170.118	169.351	168.396	167.608	172.490	172.451	164.531	165.816	171.705	167.566	161.472	159.580	156.549	154	152.410	168.681	162.556	162.601	164.670	171.510	166.976	164.073	163.431	155.278	166	167.927	161.740	165.215	157.684	155.993	158.233	166.917	158.615	156.889	155.792	163.330	163.785	163.486	154.385	151.368	166.382	165.753	159.549	160.958	160.663	153.531	151.191	163.951	160.215	165.896	161.667	172.024	166.587	167.142	160.878	150.069	165.017	165.670	158.705	162.097	157.938	155.146	152.476	166.382	154.809	153.635	153.260	156.319	158.701	159.549	147.073	145.865	160.003	159.306	151.142	147.267	145.049	148.017	145.198	160.448	154.288	152.073	151.861	161.594	160.201	154.698	151.767	144.774	159.365	158.753	155.476	157.892	159.431	154.872	151.767	157.476	175.149	172.181	173.899	167.997	182.736	180.545	161.368	169.472	177.854	178.059	165.507	157.392	162.976	163.233	161.413	168.646	163.524	166.514	164.764	161.396	169.101	168.976	159.108	158.382	170.156	168.865	162.802	156.410	159.503	162.208	161.212	169.188	163.632	162.653	162.444	164.361	171.281	179.545	160.799	159.073	174.201	174.663	161.812	155.819	161.712	161.017	157.503	171.983	160.958	160.347	158.510	159.944	162.826	164.750	155.038	165.049	164.642	169.854	158.330	146.729	156.153	156.267	155.677	165.819	156.458	155.868	155.681	154.594	165.215	166.424	152.622	154.993	165.635	164.990	152.941	147.747	151.153	151.670	154.431	162.122	151.840	155.191	151.462	148.594	156.733	157.608	147.569	150.948	154.420	158.594	153.635	148.090	153.406	154.549	153.458	162.795
27	171.281	170.469	169.510	168.101	172.056	171.302	162.670	164.566	171.101	169.833	161.903	159.771	158.122	155.476	152.712	168.823	163.861	164.955	166.823	172.323	167.788	166.639	164.090	154.108	168.684	171.410	163.243	166.708	159.760	157.236	157.424	167.201	157.882	156.174	156.674	162.753	166.642	163.823	153.417	150.139	167.205	164.601	160.264	159.556	157.674	153.729	149.816	162.521	158.507	163.670	163.483	171.889	167.038	165.503	161.024	150.424	164.156	166.969	158.431	160.878	159.309	154.167	151.962	166.740	156.639	153.910	152.524	155.840	160.337	160.844	148.840	146.872	159.295	159.038	151.382	150.490	146.931	151.340	144.792	161.306	153.899	151.038	152.424	159.431	159.420	154.410	151.090	146.483	158.132	160.104	154.743	158.333	158.361	155.302	152.017	159.337	173.569	169.354	173.247	168.764	182.135	179	161.521	170.889	179.382	178.819	168.111	157.778	161.774	165.007	161.747	167.708	163.135	164.212	163.736	161.024	167.132	169.604	159.955	159.049	172.344	168.753	162.458	151.951	157.670	162.694	162.326	168.340	162.951	164.076	164.177	164.069	172.938	179.799	158.278	158.740	173.812	173.583	161.448	155.771	161.219	161.028	157.413	167.951	159.476	160.688	160.128	157.875	162.750	162.462	155.851	162.483	166.115	167.233	157.809	147.691	157.208	155.382	154.472	163.365	156.420	158.535	155.865	153.642	166.653	166.753	152.378	152.788	165.920	163.799	155.007	146.385	150.802	155.583	152.309	164.972	154.062	153.906	152.215	147.667	158.056	159.358	146.903	153.583	155.674	157.667	153.049	147.326	150.490	155.806	153.601	163.674
28	168.406	166.833	169.062	169.406	171.628	172.351	162.556	164.188	173.785	170.257	163.003	158.865	156.854	156.788	154.257	168.490	161.611	164.868	163.972	172.059	167.267	166.417	164.583	155.403	167.010	170.670	162.538	164.972	160.392	158.694	157.184	169.979	159.017	157.431	155.493	164.479	164.896	162.708	153.712	150.955	168.035	166.892	158.576	158.865	157.628	152.597	149.694	162.392	159.882	163.872	162.299	172.424	167.198	165.854	161.733	151.885	165.219	167.177	158.701	162.615	160.611	156.698	152.490	167.128	156.951	154.240	154.399	155.618	162.934	158.885	149.017	148.497	159.493	161.462	152.840	149.545	145.691	149.010	144.642	160.830	153.632	152.288	152.125	160.667	161.087	153.462	151.826	145.163	158.521	157.906	154.618	158.785	159.049	155.948	151.899	158.972	173.962	170.684	173.243	168.326	181.549	178.014	162.677	169.910	177.951	178.694	165.153	157.812	160.840	164.868	161.760	168.670	162.979	163.306	163.444	161.948	170.997	172.115	160.719	160.733	171.073	167.160	162.431	155.149	161.167	165.427	160.528	168.868	162.427	164.194	164.243	164.128	170.302	178.111	157.642	159.542	173.712	174.344	165.031	155.566	161.615	160.319	158.510	171.059	161.861	162.312	160.611	159.535	164.222	164.069	155.243	163.910	164.799	168.722	157.056	146.917	156.385	157.417	154.014	166.038	154.872	157.139	155.767	153.170	166.826	168.597	151.427	153.045	164.951	163.323	155.653	146.781	150.257	154.535	153.903	163.253	152.781	153.410	151.799	149.406	160.069	156.250	149.562	149.816	155.250	158.542	153.229	146.722	151.333	156.611	154.979	162.781
29	169.014	167.858	168.014	168.181	172.851	171.465	162.170	161.622	171.979	169.128	163.333	158.420	157.358	156.240	152.729	167.698	163.365	163.028	163.861	171.003	168.500	165.028	167.069	154.611	165.983	170.469	162.205	164.965	159.396	158.601	158.760	168.924	158.552	157.538	157.351	164.167	166.219	164.931	153.743	152.163	165.986	163.451	160.104	157.920	158.795	153.927	149.337	163.465	161.319	164.844	163.750	171.215	166.875	166.392	159.694	152.576	165.715	166.010	158.549	160.910	159.976	155.757	154.806	166.014	158.174	154.069	152.722	157.156	161.580	160.365	148.288	146.531	160.056	159.681	151.288	149.031	146.306	149.215	147.517	163.788	151.774	149.122	149.951	160.604	160.458	156.257	150.635	146.062	157.993	161.281	155.417	158.868	159.569	155.736	150.740	159.413	174.174	171.021	172.149	169.545	182.194	178.965	162.108	170.323	177.990	178.646	165.958	160.229	162.003	166.646	162.503	168.583	163.993	165.083	164.653	161.181	168.583	169.448	160.458	159.764	168.865	167.403	162.465	153.712	159.531	163.010	162.309	171.576	164.188	164.326	163.667	165.188	169.622	178.417	159.517	158.024	174.229	171.792	162.562	155.812	162.288	162.281	159.066	170.476	158.361	159.295	159.778	158.427	164.014	163.799	156.764	163.434	165.955	166.885	158.632	148.767	156.868	157.167	154.688	163.878	153.819	157.243	155.681	155.028	166.573	167.462	153.889	152.299	165.833	163.639	156.354	145.531	152.451	151.938	152.705	165.181	153.045	152.635	153.312	151.701	158.639	154.899	147.392	150.431	156.597	158.024	153.694	146.312	149.878	156.073	155.062	164.514
30	168.757	168.139	168.590	166.656	172.618	172.899	160.965	164.208	171.913	168.497	161.934	160.153	156.028	157.924	155.122	169.257	161.087	162.792	164.389	172.465	168.583	164.330	163.951	156.351	167.194	169.806	161.729	164.962	160.021	157.177	159.222	168.819	158.510	157.608	158.552	165.170	165.090	164.122	154.535	150.681	167.236	167.497	161.174	157.733	155.330	153.993	149.899	162.392	159.219	164.514	162.177	173.875	165.521	165.851	159.965	151.722	164.274	169.010	159.792	161.514	157.840	154.889	152.781	169.417	156.538	154.333	152.799	156.896	159.767	159.826	146.990	146.882	161.632	158.177	152.097	148.233	145.667	150.205	147.191	160.701	154.420	151.938	151.448	161.108	161.042	156.229	151.330	146.826	157.219	160.708	156.896	156.885	159.104	156.872	152.451	158.882	173.135	169.976	172.934	169.701	181.670	180.288	161.899	170.424	178.545	178.569	166.677	160.899	162.431	164.785	162.868	171.219	163.781	163.667	163.229	160.066	168.899	171.014	161.142	159.285	169.760	169.562	163.837	152.854	158.257	162.049	162.684	169.882	162.444	163.955	165.979	164.156	169.406	179.389	159	158.174	174.931	172.135	162.024	157.701	161.132	160.174	158.708	170.420	159.566	162.385	159.049	162.059	164.104	163.868	155.608	163.802	165.122	166.861	158.417	149.344	156.465	155.226	155.799	167.351	156.521	156.229	155.726	153.986	165.247	167.167	149.972	155.038	165.580	163.340	154.163	147.285	151.733	152.826	152.635	163.670	152.701	155.156	153.236	150.323	158.524	157.969	147.795	150.615	156.837	158.333	151.333	148.854	153.448	156.792	154.951	164.354
31	170.462	166.757	166.924	165.354	174.927	171.726	161.958	162.233	172.674	169.351	161.635	155.646	156.125	157.007	152.958	170.924	161.451	161.188	164.017	170.757	168.938	164.806	164.003	154.021	167.628	169.076	162.368	165.222	158.583	156.924	157.531	169.094	156.889	155.531	157.385	163.483	166.076	163.021	154.625	151.094	165.507	164.406	158.399	157.722	156.524	151.191	150.271	163.708	158.149	162.222	162.517	172.309	165.990	164.306	158.819	151.316	163.413	166.799	157.899	160.792	158.712	154.743	153.104	166.997	158.812	153.562	153.833	155.403	162.052	158.392	147.740	146.337	159.764	159.840	153.417	149.427	144.913	148.882	146.538	160.396	152.781	149.587	150.500	159.698	159.934	154.448	150.913	144.493	156.434	158.628	155.021	155.924	159.312	155.552	149.427	159.156	173.938	172.226	172.955	166.493	184.149	178.184	162.410	167.066	177.448	179.694	168.042	159.201	162.389	164.715	160.965	169.073	162.753	164.556	163.351	161.736	168.153	169.628	158.681	158.639	171.660	167.958	162.556	152.997	157.812	162.163	161.858	168.486	162.271	163.118	164.319	161.778	171.604	177.111	158.354	160.080	173.938	171.458	162.681	155.215	162.531	162.010	158.226	168.622	159.830	159.899	160.167	156.170	162.319	164.181	154.514	160.653	165.493	166.736	157.951	146.208	155.844	157.153	152.882	166.104	155	156.576	154.503	153.212	164.097	165.847	153.799	152.983	165.642	162.993	154.260	148.014	151.340	154.986	153.257	163.747	152.632	155.094	151.681	149.170	158.729	156.396	148.906	153.017	155.059	158.507	152.361	146.538	151.705	155.368	155.608	162.528
32	86.785	82.622	84.146	92.632	92.812	90.281	88.486	87.080	87.122	83.903	75.340	85.566	82.774	83.326	85.747	88.858	76.069	72.812	75.986	86.500	82.979	86.049	87.385	77.837	84.743	82.243	78.816	85.920	81	77.486	83.854	92.316	76.792	73.747	70.667	82.358	84.368	83.983	86.778	81.771	85.688	79.816	74.896	83.816	80.587	80.059	84.344	87.062	72.069	73.823	73.948	84.503	82.899	82.736	86.795	73.222	80.566	80.892	73.292	82.771	78.420	77.858	81.726	91.062	75.083	68.222	67.083	77.708	78.771	81.858	82.934	75.806	82.132	80.538	70.028	78.229	80.625	78.740	81.910	86.497	72.781	69.889	70.427	85.177	80.219	81.646	84.139	73.861	79.722	79.670	77.559	83.118	81.052	82.097	80.274	83.951	89.215	93.785	86.222	92.427	92.271	91.976	83.896	86.361	92.878	95.708	87.722	88.774	86.354	84.049	85.368	90.354	83.924	85.285	82.146	81.406	83.549	81.146	79.493	81.976	89.396	88.677	93.951	84.236	82.646	77.858	80.306	86.149	82.938	83.441	82.688	84.323	80.615	80.694	77.635	81.007	89.774	91.097	81.903	80.642	78.635	77.840	77.049	83.354	83.281	83.302	81.083	75.219	74.010	74.979	73.615	80.403	85.340	91.104	77.521	81.010	77.118	75.799	74.080	85.472	77.753	80.184	76.427	79.201	79.156	78.903	75.590	73.944	88.875	89.014	81.271	82.507	78.701	73.486	78.316	87.128	77.066	81.885	80.399	79.708	78.330	78.691	75.056	79.524	85.635	81.684	77.160	80.118	76.260	75.569	75.590	82.486
